,Point_ID,HeadPosXA,HeadPosZA
0,0,0.68795,-75.49695
1,1,0.68795,-75.4783263117867
2,2,0.68795,-75.4612056056521
3,3,0.68795,-75.4529724286876
4,4,0.68795,-75.4480791834565
5,5,0.68795,-75.4479831944712
6,6,0.68795,-75.4513826289558
7,7,0.68795,-75.4558609200788
8,8,0.68795,-75.4694461430034
9,9,0.68795,-75.4925262164278
10,10,0.68795,-75.5213648345007
11,11,0.68795,-75.5625743468036
12,12,0.68795,-75.6006213587112
13,13,0.68795,-75.6397390853681
14,14,0.68795,-75.6870826642358
15,15,0.68795,-75.7427918021213
16,16,0.68795,-75.8004930855581
17,17,0.68795,-75.8654127027484
18,18,0.68795,-75.940947598257
19,19,0.68795,-76.0147988762582
20,20,0.68795,-76.0948740036924
21,21,0.68795,-76.1814125187617
22,22,0.68795,-76.2689993926189
23,23,0.68795,-76.3528258309201
24,24,0.68795,-76.4476065758302
25,25,0.68795,-76.5805322001557
26,26,0.68795,-76.6890637691668
27,27,0.68795,-76.8144187408096
28,28,0.68795,-76.942880618352
29,29,0.68795,-77.0777595803576
30,30,0.68795,-77.2182481886035
31,31,0.68795,-77.3684156974175
32,32,0.68795,-77.524940510103
33,33,0.68795,-77.6890273670243
34,34,0.68795,-77.8693067317441
35,35,0.68795,-78.0501199434984
36,36,0.68795,-78.2336972647269
37,37,0.68795,-78.4261682613541
38,38,0.68795,-78.6319587577218
39,39,0.68795,-78.8466107373189
40,40,0.68795,-79.0702412746448
41,41,0.68795,-79.3084907092064
42,42,0.68795,-79.5568292295856
43,43,0.68795,-79.8130661927303
44,44,0.68795,-80.0770460976
45,45,0.68795,-80.3518142967156
46,46,0.68795,-80.6133697302609
47,47,0.68795,-80.8841755857045
48,48,0.68795,-81.1742930335607
49,49,0.68795,-81.4705263030251
50,50,0.68795,-81.7706001719181
51,51,0.68795,-82.0586467749473
52,52,0.68795,-82.3509791488536
53,53,0.68795,-82.6460251229095
54,54,0.68795,-82.9425457002105
55,55,0.68795,-83.239521811001
56,56,0.68795,-83.5361866143289
57,57,0.68795,-83.828369012926
58,58,0.68795,-84.0839605902981
59,59,0.68795,-84.3336141769656
60,60,0.68795,-84.5798788670454
61,61,0.68795,-84.836418984146
62,62,0.68795,-85.0857964401055
63,63,0.68795,-85.3215317043354
64,64,0.68795,-85.581673686709
65,65,0.68795,-85.8477804825309
66,66,0.68795,-86.0363437560209
67,67,0.68795,-86.2310590227884
68,68,0.68795,-86.435314961583
69,69,0.68795,-86.632860333889
70,70,0.68795,-86.8062088524822
71,71,0.68795,-86.9848567523124
72,72,0.68795,-87.1578523242399
73,73,0.68795,-87.3243199954638
74,74,0.68795,-87.5265278300824
75,75,0.68795,-87.6996063534377
76,76,0.68795,-87.8043371226838
77,77,0.68795,-87.886754618516
78,78,0.68795,-87.9674829684579
79,79,0.68795,-88.045561300552
80,80,0.68795,-88.1204898621089
81,81,0.68795,-88.1398230313607
82,82,0.68795,-88.1567674799655
83,83,0.68795,-88.1550826195074
84,84,0.68795,-88.1374464227336
85,85,0.68795,-88.134386386834
86,86,0.68795,-88.1183672553165
87,87,0.68795,-88.0865165829637
88,88,0.68795,-88.0394538272813
89,89,0.68795,-87.9692451639529
90,90,0.68795,-87.9136491082482
91,91,0.68795,-87.8345290201337
92,92,0.68795,-87.7242907817638
93,93,0.68795,-87.6312881365332
94,94,0.68795,-87.535645044179
95,95,0.68795,-87.4238694615648
96,96,0.68795,-87.2538775077927
97,97,0.68795,-87.1237565557141
98,98,0.68795,-86.9496828835476
99,99,0.68795,-86.7038327772863
100,100,0.68795,-86.4977941382986
101,101,0.68795,-86.2637178742387
102,102,0.68795,-85.9772580344778
103,103,0.68795,-85.6743990011987
104,104,0.68795,-85.355001861517
105,105,0.68795,-85.0099570399262
106,106,0.68795,-84.6726390317254
107,107,0.68795,-84.3415320979441
108,108,0.68795,-83.9699017916046
109,109,0.68795,-83.5712652241564
110,110,0.68795,-83.1600786190892
111,111,0.68795,-82.7373703046917
112,112,0.68795,-82.3001179179071
113,113,0.68795,-81.848786808284
114,114,0.68795,-81.4191808649535
115,115,0.68795,-81.019606016787
116,116,0.68795,-80.5440397290646
117,117,0.68795,-80.0785784772245
