,Point_ID,HeadPosXA,HeadPosZA
0,0,80.82735,-75.5095
1,1,80.37759116417246,-75.4847265267264
2,2,79.9259572706201,-75.47790594504283
3,3,79.47885377997201,-75.46427407199688
4,4,79.01838176550892,-75.46061094481462
5,5,78.55182372269311,-75.45600804134816
6,6,78.08436820732933,-75.45601820900913
7,7,77.61940897748406,-75.4587936811626
8,8,77.15470540522435,-75.45907584274266
9,9,76.69668798166386,-75.47743280441941
10,10,76.24027781656235,-75.49992724720309
11,11,75.77988320608047,-75.53329698380941
12,12,75.32180612561346,-75.56789488404665
13,13,74.86644470005047,-75.60179107590831
14,14,74.40475409935252,-75.64187735207057
15,15,73.94749486757082,-75.69113660228801
16,16,73.49322173243907,-75.74550603628296
17,17,73.04061642375996,-75.80890811247878
18,18,72.59070296068629,-75.87308300999658
19,19,72.13988833804751,-75.94016159332172
20,20,71.6894446850988,-76.01966846700964
21,21,71.24048950781932,-76.10551010094649
22,22,70.79131512256137,-76.1954879179011
23,23,70.3418397028244,-76.28784898108898
24,24,69.89416929163988,-76.38566665892004
25,25,69.44756033931529,-76.49048087399488
26,26,69.00329992913629,-76.60168563838138
27,27,68.5583215989362,-76.71801518678402
28,28,68.11519034115715,-76.83974449022301
29,29,67.67742727927569,-76.96381126958647
30,30,67.24192565193533,-77.10129590098572
31,31,66.80304197649289,-77.24177581916368
32,32,66.36824377984792,-77.39305049959113
33,33,65.93554628513802,-77.55167477427653
34,34,65.50525946730909,-77.71728507110873
35,35,65.07727298061336,-77.89488978930311
36,36,64.64991787908946,-78.08876018155394
37,37,64.2242920636377,-78.29068085603103
38,38,63.80311370165005,-78.50069898437098
39,39,63.38655309166731,-78.70690630453697
40,40,62.97528535112629,-78.91185966089512
41,41,62.56928486689465,-79.12324038377464
42,42,62.16775039879619,-79.35274247162108
43,43,61.770974048840856,-79.58938749782742
44,44,61.37874880820823,-79.83311459543071
45,45,60.99124970160166,-80.083724872148
46,46,60.608123413253956,-80.34066357354166
47,47,60.22887966246165,-80.60828728147175
48,48,59.85385845686331,-80.88149756470425
49,49,59.47724878771611,-81.15990264492004
50,50,59.09632866348663,-81.44347104218045
51,51,58.71941005536794,-81.7317832178885
52,52,58.34584353008805,-82.02270697833825
53,53,57.975658001683094,-82.29664561733847
54,54,57.609233824804264,-82.55765059348306
55,55,57.24604822594989,-82.81780495215304
56,56,56.88547236067784,-83.09828563330493
57,57,56.535639805747515,-83.37838181510165
58,58,56.179391747971195,-83.65680949321069
59,59,55.81263051915689,-83.93267782178553
60,60,55.44439993964478,-84.19894427020037
61,61,55.08778044982832,-84.4608114303499
62,62,54.727592688903556,-84.72466710026436
63,63,54.34527339959285,-84.98136656360906
64,64,53.96032828321124,-85.2312827380786
65,65,53.579349007390434,-85.49574331578506
66,66,53.18283687294323,-85.7263671406977
67,67,52.79075449373141,-85.98788452185954
68,68,52.387459046904056,-86.17454630134075
69,69,51.99694984097276,-86.34612517914196
70,70,51.59863930098312,-86.505678379002
71,71,51.18139393049155,-86.63557427804606
72,72,50.75738825135898,-86.80360672421664
73,73,50.329699089614046,-86.99446821401055
74,74,49.89775066786372,-87.16597923114097
75,75,49.47502508390728,-87.3417112376514
76,76,49.058143644034566,-87.50717710633606
77,77,48.64380747608786,-87.67284749302085
78,78,48.200417856732585,-87.84837507511222
79,79,47.7542855885188,-87.95115412475955
80,80,47.31173389271038,-88.05060067028711
81,81,46.863929423293186,-88.11207060457774
82,82,46.410548234156295,-88.24208657951229
83,83,45.95298331900798,-88.34337252503605
84,84,45.49439805163381,-88.35920031961055
85,85,45.0351450252419,-88.3252944862958
86,86,44.57561040467526,-88.30908572233379
87,87,44.11614460097275,-88.3785142747704
88,88,43.65713661078346,-88.44446968545512
89,89,43.19896032172432,-88.47146423435646
90,90,42.74198723369322,-88.46683613714406
91,91,42.286622399102995,-88.45308727575218
92,92,41.8332234995635,-88.42922636960637
93,93,41.38218981164176,-88.34665071515727
94,94,40.933906659012806,-88.25787264232895
95,95,40.488676261562304,-88.18460559569596
96,96,40.04701018673104,-88.06418428817966
97,97,39.60917340391599,-87.96693876797377
98,98,39.175529003556164,-87.83224242527345
99,99,38.746246275943605,-87.69963192741002
100,100,38.324805418145374,-87.51275668247976
101,101,37.91070940900262,-87.33376555779842
102,102,37.50415224374227,-87.12072174246859
103,103,37.10617042303984,-86.91018257605378
104,104,36.7250518671989,-86.62949926505485
105,105,36.35570193671507,-86.33778994143978
106,106,35.99389642085617,-86.03140286289272
107,107,35.619079208835146,-85.70537548276374
108,108,35.269906106684715,-85.36781894861267
109,109,34.93460457173933,-85.04125945866647
110,110,34.59322176270312,-84.69854556980702
111,111,34.29076703045749,-84.36883663490032
112,112,33.99361733745593,-84.01143884156468
113,113,33.7168524401648,-83.63720741166114
114,114,33.452277655610146,-83.25118888925974
115,115,33.23584399044905,-82.85478678705006
116,116,33.04025824236612,-82.44878573801446
117,117,32.85686629006241,-82.03772633799522
118,118,32.683532692908486,-81.63126516039725
119,119,32.53449839659862,-81.21027638707717
120,120,32.34395181236163,-80.77552018566799
121,121,32.20031133762774,-80.3334827618381
122,122,32.116580742410214,-79.89780303465209
123,123,32.08561550854425,-79.45366442047624
124,124,32.01066570142621,-79.0129806588013
125,125,31.965008021196365,-78.56997358778708
126,126,31.934418909396307,-78.12517545870013
127,127,31.83250840264459,-77.678994734794
128,128,31.83130856896959,-77.23173245085255
129,129,31.76479857176067,-76.78375123868997
130,130,31.72857823181757,-76.34207705333567
131,131,31.67473371854154,-75.8989809501822
132,132,31.655761701832635,-75.45363777826378
133,133,31.611829695077137,-74.99778346368518
134,134,31.571733817353582,-74.54149980701733
135,135,31.592410871200187,-74.0848710349928
136,136,31.598756129896806,-73.63283256384932
137,137,31.57717043664912,-73.1813573551683
138,138,31.561257024957378,-72.72484303600052
139,139,31.527082923047537,-72.2663244144436
140,140,31.49244227356261,-71.80783154278737
141,141,31.47028805805394,-71.34939260874592
142,142,31.453368397254145,-70.89100565574003
143,143,31.396106949474472,-70.43270571480775
144,144,31.307696086931337,-69.97448904972899
145,145,31.26562519715977,-69.51640138229902
146,146,31.25188613265075,-69.05842003696475
147,147,31.260103366354123,-68.60049737342635
148,148,31.278922245199468,-68.14252245718701
149,149,31.277153363047702,-67.68441378741866
150,150,31.26557228444904,-67.22615611437124
151,151,31.238149145163536,-66.76778101851247
152,152,31.200717583176868,-66.30934624543696
153,153,31.219555205025095,-65.85087461745685
154,154,31.20165331920179,-65.39236783200965
155,155,31.179345043729427,-64.93185614795621
156,156,31.151260876361867,-64.47540327101026
157,157,31.128981611890154,-64.01258413261361
158,158,31.127204891343645,-63.54977956753215
159,159,31.126425606580195,-63.08696682350414
160,160,31.121008835725643,-62.624032366988345
161,161,31.06178099189998,-62.160954000699235
162,162,30.990229394091656,-61.697770445739685
163,163,30.941751956176816,-61.23451988968046
164,164,30.89924568795091,-60.771234425543156
165,165,30.853618926952564,-60.30799268032896
166,166,30.788252271433628,-59.8449001473191
167,167,30.713275942371453,-59.38209457413769
168,168,30.651513499481872,-58.925966732805314
169,169,30.556991937354177,-58.47336371695396
170,170,30.438937746688772,-58.021511340481446
171,171,30.31200206180458,-57.56189569485153
172,172,30.201355974799792,-57.10023609141811
173,173,30.057408779245677,-56.644646221505276
174,174,29.905499897118517,-56.19825213830379
175,175,29.741047047103148,-55.756513725290446
176,176,29.609584242966008,-55.32284790835257
177,177,29.469856463775862,-54.89208158570791
178,178,29.3191374324825,-54.452996383643665
179,179,29.15752603619941,-54.017021615924314
180,180,28.974193079036702,-53.584377596006696
181,181,28.77958046045483,-53.15831131655666
182,182,28.598430790740885,-52.73908403961274
183,183,28.349034710867905,-52.33586757036794
184,184,28.0961382281508,-51.961405054903516
185,185,27.85522972440762,-51.6376108585893
186,186,27.59606056609349,-51.355587103744845
187,187,27.306444882470608,-51.00554287222258
188,188,27.038906946214453,-50.641940479076005
189,189,26.759885880070023,-50.30245752276703
190,190,26.457686107880008,-49.99480199938266
191,191,26.129069610132113,-49.69464448318051
192,192,25.78701230046609,-49.426505173809424
193,193,25.47187137275503,-49.13828583927962
194,194,25.145906175522775,-48.864089444125725
195,195,24.78468196464074,-48.60333070577189
196,196,24.412824833418938,-48.355656653680555
197,197,24.030963293002962,-48.12890167658313
198,198,23.639744066788488,-47.88562832908903
199,199,23.240920206092724,-47.6521215726094
200,200,22.835878454254775,-47.44015130256603
201,201,22.425453275620427,-47.29123496139252
202,202,22.010555075111245,-47.146203645225185
203,203,21.591593561928896,-46.99450875408239
204,204,21.168952620440486,-46.84051527717034
205,205,20.743062231216893,-46.692224869524736
206,206,20.315193928335457,-46.550708786291196
207,207,19.90038612819813,-46.415608825392056
208,208,19.47206215889966,-46.2770878194826
209,209,19.041349041228056,-46.15098354750907
210,210,18.608568228630997,-46.0366778874599
211,211,18.173977913737737,-45.934003873899606
212,212,17.737440204375787,-45.82586409978593
213,213,17.296805830513623,-45.717851973401324
