,Point_ID,HeadPosXB,HeadPosZB
0,0,79.7212,0.36
1,1,79.3049312534089,0.36
2,2,78.8833664553684,0.36
3,3,78.4723459031455,0.36
4,4,78.0750061456514,0.36
5,5,77.6814174408889,0.36
6,6,77.3081856706204,0.36
7,7,76.9487716104418,0.36
8,8,76.6034033697474,0.36
9,9,76.2718092212555,0.36
10,10,75.9552932552992,0.36
11,11,75.6608162530931,0.36
12,12,75.3945009200875,0.36
13,13,75.1144074251462,0.36
14,14,74.856910011486,0.36
15,15,74.6209323530291,0.36
16,16,74.4022219066141,0.36
17,17,74.1944470506644,0.36
18,18,74.0091593682368,0.36
19,19,73.841026683945,0.36
20,20,73.6897451829446,0.36
21,21,73.5499960702887,0.36
22,22,73.4204096471199,0.36
23,23,73.3200201200269,0.36
24,24,73.2367388673169,0.36
25,25,73.1684709361805,0.36
26,26,73.1143189564593,0.36
27,27,73.0592836444982,0.36
28,28,73.0088400726243,0.36
29,29,72.9776117898023,0.36
30,30,72.9687404014348,0.36
31,31,72.9767240495614,0.36
32,32,72.9955845038853,0.36
33,33,73.0388420263089,0.36
34,34,73.0609581860825,0.36
35,35,73.1193129271952,0.36
36,36,73.1905008184932,0.36
37,37,73.2715901279837,0.36
38,38,73.3558757569993,0.36
39,39,73.4546571451509,0.36
40,40,73.562733110231,0.36
41,41,73.6721842526538,0.36
42,42,73.8020797805473,0.36
43,43,73.9369955395155,0.36
44,44,74.0569827176641,0.36
45,45,74.1891888802004,0.36
46,46,74.3446665738871,0.36
47,47,74.5220909583212,0.36
48,48,74.7034414936385,0.36
49,49,74.8802692501466,0.36
50,50,75.069865304491,0.36
51,51,75.2898887012718,0.36
52,52,75.4799066928184,0.36
53,53,75.6737028725811,0.36
54,54,75.9288552664372,0.36
55,55,76.1348750767534,0.36
56,56,76.3343341087069,0.36
57,57,76.5695974386881,0.36
58,58,76.8115208646664,0.36
59,59,77.0351598022508,0.36
60,60,77.3010060536129,0.36
61,61,77.5715320561347,0.36
62,62,77.8350036984801,0.36
63,63,78.1039066015738,0.36
64,64,78.3953431039254,0.36
65,65,78.6573517223774,0.36
66,66,78.9417043106329,0.36
67,67,79.230252280715,0.36
68,68,79.5223008363928,0.36
69,69,79.817746638832,0.36
70,70,80.1104938982737,0.36
71,71,80.3400037404277,0.36
72,72,80.5719158894292,0.36
73,73,80.8323251877278,0.36
74,74,81.1279372317954,0.36
75,75,81.4117471958166,0.36
76,76,81.6658294661132,0.36
77,77,81.9587927657081,0.36
78,78,82.2660347069282,0.36
79,79,82.5310616832864,0.36
80,80,82.7971104577987,0.36
81,81,83.0402019563662,0.36
82,82,83.345856147231,0.36
83,83,83.6115813678161,0.36
84,84,83.885135363108,0.36
85,85,84.1075126565261,0.36
86,86,84.36504079175,0.36
87,87,84.6109286150755,0.36
88,88,84.8328748918028,0.36
89,89,85.027430612179,0.36
