GameTime;ScenarioTime;FrameRate;FrameRate-XRDevice;Frame Number;A VR Pos;A VR Rot;A XR Origin Pos;A XR Origin  Rot;A car Pos;A car Rot;A accel;A steering;A velocity;A indicators;A Horn Button;A Root Hand Pos Right;A Root Hand Rot Right;A Hand Bone Pos Wrist Right;A Hand Bone Rot Wrist Right;A Hand Bone Pos IndexMetacarpal Right;A Hand Bone Rot IndexMetacarpal Right;A Hand Bone Pos IndexProximal Right;A Hand Bone Rot IndexProximal Right;A Hand Bone Pos IndexIntermediate Right;A Hand Bone Rot IndexIntermediate Right;A Hand Bone Pos IndexDistal Right;A Hand Bone Rot IndexDistal Right;A Hand Bone Pos IndexTip Right;A Hand Bone Rot IndexTip Right;A Hand Bone Pos LittleMetacarpal Right;A Hand Bone Rot LittleMetacarpal Right;A Hand Bone Pos LittleProximal Right;A Hand Bone Rot LittleProximal Right;A Hand Bone Pos LittleIntermediate Right;A Hand Bone Rot LittleIntermediate Right;A Hand Bone Pos LittleDistal Right;A Hand Bone Rot LittleDistal Right;A Hand Bone Pos LittleTip Right;A Hand Bone Rot LittleTip Right;A Hand Bone Pos MiddleMetacarpal Right;A Hand Bone Rot MiddleMetacarpal Right;A Hand Bone Pos MiddleProximal Right;A Hand Bone Rot MiddleProximal Right;A Hand Bone Pos MiddleIntermediate Right;A Hand Bone Rot MiddleIntermediate Right;A Hand Bone Pos MiddleDistal Right;A Hand Bone Rot MiddleDistal Right;A Hand Bone Pos MiddleTip Right;A Hand Bone Rot MiddleTip Right;A Hand Bone Pos RingMetacarpal Right;A Hand Bone Rot RingMetacarpal Right;A Hand Bone Pos RingProximal Right;A Hand Bone Rot RingProximal Right;A Hand Bone Pos RingIntermediate Right;A Hand Bone Rot RingIntermediate Right;A Hand Bone Pos RingDistal Right;A Hand Bone Rot RingDistal Right;A Hand Bone Pos RingTip Right;A Hand Bone Rot RingTip Right;A Hand Bone Pos ThumbMetacarpal Right;A Hand Bone Rot ThumbMetacarpal Right;A Hand Bone Pos ThumbProximal Right;A Hand Bone Rot ThumbProximal Right;A Hand Bone Pos ThumbDistal Right;A Hand Bone Rot ThumbDistal Right;A Hand Bone Pos ThumbTip Right;A Hand Bone Rot ThumbTip Right;A Hand Bone Pos Palm Right;A Hand Bone Rot Palm Right;A Root Hand Pos Left;A Root Hand Rot Left;A Hand Bone Pos Wrist Left;A Hand Bone Rot Wrist Left;A Hand Bone Pos IndexMetacarpal Left;A Hand Bone Rot IndexMetacarpal Left;A Hand Bone Pos IndexProximal Left;A Hand Bone Rot IndexProximal Left;A Hand Bone Pos IndexIntermediate Left;A Hand Bone Rot IndexIntermediate Left;A Hand Bone Pos IndexDistal Left;A Hand Bone Rot IndexDistal Left;A Hand Bone Pos IndexTip Left;A Hand Bone Rot IndexTip Left;A Hand Bone Pos LittleMetacarpal Left;A Hand Bone Rot LittleMetacarpal Left;A Hand Bone Pos LittleProximal Left;A Hand Bone Rot LittleProximal Left;A Hand Bone Pos LittleIntermediate Left;A Hand Bone Rot LittleIntermediate Left;A Hand Bone Pos LittleDistal Left;A Hand Bone Rot LittleDistal Left;A Hand Bone Pos LittleTip Left;A Hand Bone Rot LittleTip Left;A Hand Bone Pos MiddleMetacarpal Left;A Hand Bone Rot MiddleMetacarpal Left;A Hand Bone Pos MiddleProximal Left;A Hand Bone Rot MiddleProximal Left;A Hand Bone Pos MiddleIntermediate Left;A Hand Bone Rot MiddleIntermediate Left;A Hand Bone Pos MiddleDistal Left;A Hand Bone Rot MiddleDistal Left;A Hand Bone Pos MiddleTip Left;A Hand Bone Rot MiddleTip Left;A Hand Bone Pos RingMetacarpal Left;A Hand Bone Rot RingMetacarpal Left;A Hand Bone Pos RingProximal Left;A Hand Bone Rot RingProximal Left;A Hand Bone Pos RingIntermediate Left;A Hand Bone Rot RingIntermediate Left;A Hand Bone Pos RingDistal Left;A Hand Bone Rot RingDistal Left;A Hand Bone Pos RingTip Left;A Hand Bone Rot RingTip Left;A Hand Bone Pos ThumbMetacarpal Left;A Hand Bone Rot ThumbMetacarpal Left;A Hand Bone Pos ThumbProximal Left;A Hand Bone Rot ThumbProximal Left;A Hand Bone Pos ThumbDistal Left;A Hand Bone Rot ThumbDistal Left;A Hand Bone Pos ThumbTip Left;A Hand Bone Rot ThumbTip Left;A Hand Bone Pos Palm Left;A Hand Bone Rot Palm Left
38.494240;0.000000;0.023560;0.000000;2713;(84.190800, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.689890, -0.003922, 58.009990);(0.000699, 270.000200, 0.000001);-2.000000;-2.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse;False;(84.190800, 0.938844, 57.731990);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.731990);(0.000699, 270.000200, 0.000001);(84.154350, 0.929339, 57.712180);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.708450);(17.783310, 261.601800, 3.473711);(84.059070, 0.919942, 57.703170);(32.783230, 262.712200, 0.913148);(84.038800, 0.906782, 57.700580);(32.389030, 266.252300, 0.936419);(84.019390, 0.895672, 57.699580);(32.389030, 266.252300, 0.936419);(84.156720, 0.929424, 57.754990);(5.371688, 285.383600, 336.582100);(84.112900, 0.925152, 57.767050);(0.269682, 293.136100, 348.369400);(84.084650, 0.925007, 57.779120);(41.523270, 282.580000, 336.002500);(84.069810, 0.911543, 57.782430);(50.277260, 266.123000, 324.238600);(84.054930, 0.895404, 57.781940);(50.277260, 266.123000, 324.238600);(84.156510, 0.931196, 57.728390);(0.000699, 270.000200, 0.000001);(84.095150, 0.936300, 57.730270);(21.876210, 271.192200, 359.092300);(84.055320, 0.920305, 57.731100);(45.446060, 270.578600, 357.304100);(84.036000, 0.900673, 57.731300);(41.782770, 271.308100, 353.168300);(84.016670, 0.884854, 57.732180);(41.782770, 271.308100, 353.168300);(84.156020, 0.932828, 57.746990);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.749460);(9.828803, 279.448300, 354.362100);(84.064200, 0.925658, 57.755770);(44.350450, 271.894700, 346.000300);(84.045210, 0.907082, 57.756400);(53.312970, 261.991000, 337.481900);(84.029590, 0.888402, 57.755060);(53.312970, 261.991000, 337.481900);(84.156300, 0.922760, 57.701780);(19.444500, 215.308200, 67.562770);(84.134490, 0.910914, 57.680770);(24.600950, 254.234600, 70.979870);(84.104920, 0.896845, 57.672430);(32.877530, 267.455800, 86.524770);(84.083940, 0.884110, 57.670510);(32.877530, 267.455800, 86.524770);(84.142970, 0.937572, 57.731130);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.154350, 0.929339, 57.551820);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.555550);(17.783300, 278.398500, 356.526300);(84.059070, 0.919942, 57.560830);(32.783230, 277.288100, 359.086900);(84.038800, 0.906782, 57.563420);(32.389030, 273.748100, 359.063600);(84.019390, 0.895672, 57.564410);(32.389030, 273.748100, 359.063600);(84.156720, 0.929424, 57.509000);(5.371687, 254.616800, 23.417910);(84.112900, 0.925152, 57.496940);(0.269683, 246.864300, 11.630550);(84.084650, 0.925007, 57.484870);(41.523270, 257.420300, 23.997500);(84.069810, 0.911543, 57.481560);(50.277260, 273.877300, 35.761420);(84.054930, 0.895404, 57.482060);(50.277260, 273.877300, 35.761420);(84.156510, 0.931196, 57.535610);(0.000699, 270.000200, 0.000001);(84.095150, 0.936300, 57.533720);(21.876210, 268.808200, 0.907656);(84.055320, 0.920305, 57.532890);(45.446080, 269.421700, 2.695904);(84.036000, 0.900673, 57.532700);(41.782780, 268.692200, 6.831683);(84.016660, 0.884854, 57.531810);(41.782780, 268.692200, 6.831683);(84.156020, 0.932828, 57.517010);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.514530);(9.828804, 260.552000, 5.637875);(84.064200, 0.925658, 57.508220);(44.350450, 268.105700, 13.999710);(84.045210, 0.907082, 57.507600);(53.316080, 278.011500, 22.519850);(84.029590, 0.888402, 57.508930);(53.312970, 278.009300, 22.518120);(84.156300, 0.922760, 57.562210);(21.194450, 313.526100, 290.716200);(84.134320, 0.911005, 57.583090);(24.501930, 285.388100, 289.209000);(84.104670, 0.896990, 57.591240);(32.823250, 272.220200, 273.704200);(84.083660, 0.884279, 57.593040);(32.823250, 272.220200, 273.704200);(84.142970, 0.937572, 57.532860);(0.000699, 270.000200, 0.000001)
38.550660;0.056427;0.030133;0.000000;2714;(84.190800, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);-2.000000;-2.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse;False;(84.190800, 0.938844, 57.732000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.732000);(0.000699, 270.000200, 0.000001);(84.154350, 0.929339, 57.712180);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.708450);(17.783310, 261.601800, 3.473711);(84.059070, 0.919942, 57.703170);(32.783230, 262.712200, 0.913148);(84.038800, 0.906782, 57.700580);(32.389030, 266.252300, 0.936419);(84.019390, 0.895672, 57.699590);(32.389030, 266.252300, 0.936419);(84.156720, 0.929424, 57.755000);(5.371688, 285.383600, 336.582100);(84.112900, 0.925152, 57.767060);(0.269682, 293.136100, 348.369400);(84.084650, 0.925007, 57.779130);(41.523270, 282.580000, 336.002500);(84.069810, 0.911543, 57.782440);(50.277260, 266.123000, 324.238600);(84.054930, 0.895404, 57.781940);(50.277260, 266.123000, 324.238600);(84.156510, 0.931196, 57.728390);(0.000699, 270.000200, 0.000001);(84.095150, 0.936300, 57.730270);(21.876210, 271.192200, 359.092300);(84.055320, 0.920305, 57.731100);(45.446060, 270.578600, 357.304100);(84.036000, 0.900673, 57.731300);(41.782770, 271.308100, 353.168300);(84.016670, 0.884854, 57.732180);(41.782770, 271.308100, 353.168300);(84.156020, 0.932828, 57.746990);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.749470);(9.828803, 279.448300, 354.362100);(84.064200, 0.925658, 57.755770);(44.350450, 271.894700, 346.000300);(84.045210, 0.907082, 57.756400);(53.312970, 261.991000, 337.481900);(84.029590, 0.888402, 57.755070);(53.312970, 261.991000, 337.481900);(84.156300, 0.922760, 57.701780);(19.444500, 215.308200, 67.562770);(84.134490, 0.910914, 57.680780);(24.600950, 254.234600, 70.979870);(84.104920, 0.896845, 57.672440);(32.877530, 267.455800, 86.524770);(84.083940, 0.884110, 57.670520);(32.877530, 267.455800, 86.524770);(84.142970, 0.937572, 57.731140);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.154350, 0.929339, 57.551820);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.555550);(17.783300, 278.398500, 356.526300);(84.059070, 0.919942, 57.560830);(32.783230, 277.288100, 359.086900);(84.038800, 0.906782, 57.563420);(32.389030, 273.748100, 359.063600);(84.019390, 0.895672, 57.564410);(32.389030, 273.748100, 359.063600);(84.156720, 0.929424, 57.509000);(5.371687, 254.616800, 23.417910);(84.112900, 0.925152, 57.496940);(0.269683, 246.864300, 11.630550);(84.084650, 0.925007, 57.484870);(41.523270, 257.420300, 23.997500);(84.069810, 0.911543, 57.481560);(50.277260, 273.877300, 35.761420);(84.054930, 0.895404, 57.482060);(50.277260, 273.877300, 35.761420);(84.156510, 0.931196, 57.535610);(0.000699, 270.000200, 0.000001);(84.095150, 0.936300, 57.533730);(21.876210, 268.808200, 0.907656);(84.055320, 0.920305, 57.532900);(45.446080, 269.421700, 2.695904);(84.036000, 0.900673, 57.532700);(41.782780, 268.692200, 6.831683);(84.016660, 0.884854, 57.531820);(41.782780, 268.692200, 6.831683);(84.156020, 0.932828, 57.517010);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.514530);(9.828804, 260.552000, 5.637875);(84.064200, 0.925658, 57.508230);(44.350450, 268.105700, 13.999710);(84.045210, 0.907082, 57.507600);(53.316080, 278.011500, 22.519850);(84.029590, 0.888402, 57.508930);(53.312970, 278.009300, 22.518120);(84.156300, 0.922760, 57.562220);(21.194450, 313.526100, 290.716200);(84.134320, 0.911005, 57.583090);(24.501930, 285.388100, 289.209000);(84.104670, 0.896990, 57.591250);(32.823250, 272.220200, 273.704200);(84.083660, 0.884279, 57.593040);(32.823250, 272.220200, 273.704200);(84.142970, 0.937572, 57.532860);(0.000699, 270.000200, 0.000001)
38.590990;0.096756;0.026490;0.000000;2716;(84.190800, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);-2.000000;-2.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse;False;(84.190800, 0.938844, 57.732000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.732000);(0.000699, 270.000200, 0.000001);(84.154350, 0.929339, 57.712180);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.708450);(17.783310, 261.601800, 3.473711);(84.059070, 0.919942, 57.703170);(32.783230, 262.712200, 0.913148);(84.038800, 0.906782, 57.700580);(32.389030, 266.252300, 0.936419);(84.019390, 0.895672, 57.699590);(32.389030, 266.252300, 0.936419);(84.156720, 0.929424, 57.755000);(5.371688, 285.383600, 336.582100);(84.112900, 0.925152, 57.767060);(0.269682, 293.136100, 348.369400);(84.084650, 0.925007, 57.779130);(41.523270, 282.580000, 336.002500);(84.069810, 0.911543, 57.782440);(50.277260, 266.123000, 324.238600);(84.054930, 0.895404, 57.781940);(50.277260, 266.123000, 324.238600);(84.156510, 0.931196, 57.728390);(0.000699, 270.000200, 0.000001);(84.095150, 0.936300, 57.730270);(21.876210, 271.192200, 359.092300);(84.055320, 0.920305, 57.731100);(45.446060, 270.578600, 357.304100);(84.036000, 0.900673, 57.731300);(41.782770, 271.308100, 353.168300);(84.016670, 0.884854, 57.732180);(41.782770, 271.308100, 353.168300);(84.156020, 0.932828, 57.746990);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.749470);(9.828803, 279.448300, 354.362100);(84.064200, 0.925658, 57.755770);(44.350450, 271.894700, 346.000300);(84.045210, 0.907082, 57.756400);(53.312970, 261.991000, 337.481900);(84.029590, 0.888402, 57.755070);(53.312970, 261.991000, 337.481900);(84.156300, 0.922760, 57.701780);(19.444500, 215.308200, 67.562770);(84.134490, 0.910914, 57.680780);(24.600950, 254.234600, 70.979870);(84.104920, 0.896845, 57.672440);(32.877530, 267.455800, 86.524770);(84.083940, 0.884110, 57.670520);(32.877530, 267.455800, 86.524770);(84.142970, 0.937572, 57.731140);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.154350, 0.929339, 57.551820);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.555550);(17.783300, 278.398500, 356.526300);(84.059070, 0.919942, 57.560830);(32.783230, 277.288100, 359.086900);(84.038800, 0.906782, 57.563420);(32.389030, 273.748100, 359.063600);(84.019390, 0.895672, 57.564410);(32.389030, 273.748100, 359.063600);(84.156720, 0.929424, 57.509000);(5.371687, 254.616800, 23.417910);(84.112900, 0.925152, 57.496940);(0.269683, 246.864300, 11.630550);(84.084650, 0.925007, 57.484870);(41.523270, 257.420300, 23.997500);(84.069810, 0.911543, 57.481560);(50.277250, 273.877300, 35.761420);(84.054930, 0.895404, 57.482060);(50.277250, 273.877300, 35.761420);(84.156510, 0.931196, 57.535610);(0.000699, 270.000200, 0.000001);(84.095150, 0.936300, 57.533730);(21.876210, 268.808200, 0.907656);(84.055320, 0.920305, 57.532900);(45.446080, 269.421700, 2.695904);(84.036000, 0.900673, 57.532700);(41.782780, 268.692200, 6.831683);(84.016660, 0.884854, 57.531820);(41.782780, 268.692200, 6.831683);(84.156020, 0.932828, 57.517010);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.514530);(9.828804, 260.552000, 5.637875);(84.064200, 0.925658, 57.508230);(44.350450, 268.105700, 13.999710);(84.045210, 0.907082, 57.507600);(53.316080, 278.011500, 22.519850);(84.029590, 0.888402, 57.508930);(53.312970, 278.009300, 22.518120);(84.156300, 0.922760, 57.562220);(21.194450, 313.526100, 290.716200);(84.134320, 0.911005, 57.583090);(24.501930, 285.388100, 289.209000);(84.104670, 0.896990, 57.591250);(32.823250, 272.220200, 273.704200);(84.083660, 0.884279, 57.593040);(32.823250, 272.220200, 273.704200);(84.142970, 0.937572, 57.532860);(0.000699, 270.000200, 0.000001)
38.647320;0.153084;0.019563;0.000000;2720;(84.190800, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.689890, -0.003922, 58.009990);(0.000699, 270.000200, 0.000001);-2.000000;-2.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse;False;(84.190800, 0.938844, 57.731990);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.731990);(0.000699, 270.000200, 0.000001);(84.154350, 0.929339, 57.712180);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.708450);(17.783300, 261.601800, 3.473710);(84.059070, 0.919942, 57.703170);(32.783230, 262.712200, 0.913148);(84.038800, 0.906782, 57.700580);(32.389030, 266.252300, 0.936419);(84.019390, 0.895672, 57.699580);(32.389030, 266.252300, 0.936419);(84.156720, 0.929424, 57.754990);(5.371688, 285.383600, 336.582100);(84.112900, 0.925152, 57.767050);(0.269682, 293.136100, 348.369400);(84.084650, 0.925007, 57.779120);(41.523270, 282.580000, 336.002500);(84.069810, 0.911543, 57.782430);(50.277260, 266.123000, 324.238600);(84.054930, 0.895404, 57.781940);(50.277260, 266.123000, 324.238600);(84.156510, 0.931196, 57.728390);(0.000699, 270.000200, 0.000001);(84.095150, 0.936300, 57.730270);(21.876210, 271.192200, 359.092300);(84.055320, 0.920305, 57.731100);(45.446060, 270.578600, 357.304100);(84.036000, 0.900673, 57.731300);(41.782770, 271.308100, 353.168300);(84.016670, 0.884854, 57.732180);(41.782770, 271.308100, 353.168300);(84.156020, 0.932828, 57.746990);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.749460);(9.828803, 279.448300, 354.362100);(84.064200, 0.925658, 57.755770);(44.350450, 271.894700, 346.000300);(84.045210, 0.907082, 57.756400);(53.312970, 261.991000, 337.481900);(84.029590, 0.888402, 57.755060);(53.312970, 261.991000, 337.481900);(84.156300, 0.922760, 57.701780);(19.444500, 215.308200, 67.562770);(84.134490, 0.910914, 57.680770);(24.600950, 254.234600, 70.979870);(84.104920, 0.896845, 57.672430);(32.877530, 267.455800, 86.524770);(84.083940, 0.884110, 57.670510);(32.877530, 267.455800, 86.524770);(84.142970, 0.937572, 57.731130);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.190800, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.154350, 0.929339, 57.551820);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.555550);(17.783300, 278.398500, 356.526300);(84.059070, 0.919942, 57.560830);(32.783230, 277.288100, 359.086900);(84.038800, 0.906782, 57.563420);(32.389030, 273.748100, 359.063600);(84.019390, 0.895672, 57.564410);(32.389030, 273.748100, 359.063600);(84.156720, 0.929424, 57.509000);(5.371687, 254.616800, 23.417910);(84.112900, 0.925152, 57.496940);(0.269683, 246.864300, 11.630550);(84.084650, 0.925007, 57.484870);(41.523270, 257.420300, 23.997500);(84.069810, 0.911543, 57.481560);(50.277250, 273.877300, 35.761420);(84.054930, 0.895404, 57.482060);(50.277250, 273.877300, 35.761420);(84.156510, 0.931196, 57.535610);(0.000699, 270.000200, 0.000001);(84.095150, 0.936300, 57.533720);(21.876210, 268.808200, 0.907656);(84.055320, 0.920305, 57.532890);(45.446080, 269.421700, 2.695904);(84.036000, 0.900673, 57.532700);(41.782780, 268.692200, 6.831683);(84.016660, 0.884854, 57.531810);(41.782780, 268.692200, 6.831683);(84.156020, 0.932828, 57.517010);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.514530);(9.828804, 260.552000, 5.637875);(84.064200, 0.925658, 57.508220);(44.350450, 268.105700, 13.999710);(84.045210, 0.907082, 57.507600);(53.316080, 278.011500, 22.519850);(84.029590, 0.888402, 57.508930);(53.312970, 278.009300, 22.518120);(84.156300, 0.922760, 57.562210);(21.194450, 313.526100, 290.716200);(84.134320, 0.911005, 57.583090);(24.501930, 285.388100, 289.209000);(84.104670, 0.896990, 57.591240);(32.823250, 272.220200, 273.704200);(84.083660, 0.884279, 57.593040);(32.823250, 272.220200, 273.704200);(84.142970, 0.937572, 57.532860);(0.000699, 270.000200, 0.000001)
38.688780;0.194542;0.017161;0.000000;2723;(84.190790, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.190790, 0.938844, 57.632000);(0.000699, 270.000200, 0.000001);(84.689880, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);-2.000000;-2.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse;False;(84.190790, 0.938844, 57.732000);(0.000699, 270.000200, 0.000001);(84.190790, 0.938844, 57.732000);(0.000699, 270.000200, 0.000001);(84.154340, 0.929339, 57.712180);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.708450);(17.783300, 261.601800, 3.473712);(84.059070, 0.919942, 57.703170);(32.783230, 262.712200, 0.913148);(84.038800, 0.906782, 57.700580);(32.389030, 266.252300, 0.936421);(84.019390, 0.895672, 57.699590);(32.389030, 266.252300, 0.936421);(84.156720, 0.929424, 57.755000);(5.371688, 285.383600, 336.582100);(84.112890, 0.925152, 57.767060);(0.269681, 293.136100, 348.369400);(84.084640, 0.925007, 57.779130);(41.523270, 282.580000, 336.002500);(84.069800, 0.911543, 57.782440);(50.277250, 266.123000, 324.238600);(84.054920, 0.895404, 57.781940);(50.277250, 266.123000, 324.238600);(84.156500, 0.931196, 57.728390);(0.000699, 270.000200, 0.000001);(84.095140, 0.936300, 57.730270);(21.876210, 271.192200, 359.092300);(84.055310, 0.920305, 57.731100);(45.446060, 270.578600, 357.304100);(84.035990, 0.900673, 57.731300);(41.782770, 271.308100, 353.168300);(84.016660, 0.884854, 57.732180);(41.782770, 271.308100, 353.168300);(84.156010, 0.932828, 57.746990);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.749470);(9.828803, 279.448300, 354.362100);(84.064190, 0.925658, 57.755770);(44.350450, 271.894700, 346.000300);(84.045200, 0.907082, 57.756400);(53.312970, 261.991000, 337.481900);(84.029590, 0.888402, 57.755070);(53.312970, 261.991000, 337.481900);(84.156290, 0.922760, 57.701780);(19.444500, 215.308200, 67.562770);(84.134480, 0.910914, 57.680780);(24.600940, 254.234600, 70.979870);(84.104910, 0.896845, 57.672440);(32.877530, 267.455800, 86.524770);(84.083920, 0.884110, 57.670520);(32.877530, 267.455800, 86.524770);(84.142970, 0.937572, 57.731140);(0.000699, 270.000200, 0.000001);(84.190790, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.190790, 0.938844, 57.532000);(0.000699, 270.000200, 0.000001);(84.154340, 0.929339, 57.551820);(0.000699, 270.000200, 0.000001);(84.094800, 0.931527, 57.555550);(17.783300, 278.398500, 356.526300);(84.059070, 0.919942, 57.560830);(32.783230, 277.288100, 359.086900);(84.038800, 0.906782, 57.563420);(32.389020, 273.748100, 359.063600);(84.019390, 0.895672, 57.564410);(32.389020, 273.748100, 359.063600);(84.156720, 0.929424, 57.509000);(5.371687, 254.616800, 23.417910);(84.112890, 0.925152, 57.496940);(0.269683, 246.864300, 11.630550);(84.084640, 0.925007, 57.484870);(41.523270, 257.420300, 23.997500);(84.069800, 0.911543, 57.481560);(50.277260, 273.877300, 35.761420);(84.054920, 0.895404, 57.482060);(50.277260, 273.877300, 35.761420);(84.156500, 0.931196, 57.535610);(0.000699, 270.000200, 0.000001);(84.095140, 0.936300, 57.533730);(21.876210, 268.808200, 0.907656);(84.055310, 0.920305, 57.532900);(45.446080, 269.421700, 2.695904);(84.035990, 0.900673, 57.532700);(41.782780, 268.692200, 6.831685);(84.016660, 0.884854, 57.531820);(41.782780, 268.692200, 6.831685);(84.156010, 0.932828, 57.517010);(0.000699, 270.000200, 0.000001);(84.102100, 0.932314, 57.514530);(9.828804, 260.552000, 5.637876);(84.064190, 0.925658, 57.508230);(44.350440, 268.105700, 13.999720);(84.045200, 0.907082, 57.507600);(53.316070, 278.011500, 22.519850);(84.029590, 0.888402, 57.508930);(53.312970, 278.009300, 22.518120);(84.156290, 0.922760, 57.562220);(21.194450, 313.526100, 290.716200);(84.134310, 0.911005, 57.583090);(24.501930, 285.388100, 289.209000);(84.104660, 0.896990, 57.591250);(32.823250, 272.220200, 273.704200);(84.083650, 0.884279, 57.593040);(32.823250, 272.220200, 273.704200);(84.142970, 0.937572, 57.532860);(0.000699, 270.000200, 0.000001)
