GameTime;ScenarioTime;FrameRate;FrameRate-XRDevice;Frame Number;A car Pos;A car Rot;A accel;A steering;A velocity;A indicators
7.074920;0.000000;0.028552;0.000000;351;(84.689890, -0.003922, 58.010000);(0.000686, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.122270;0.047350;0.032312;0.000000;352;(84.689890, -0.003922, 58.010000);(0.000688, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.172859;0.097939;0.024882;0.000000;355;(84.689890, -0.003922, 58.010000);(0.000691, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000001, 0.000000);LeftFalse_RightFalse
7.238415;0.163495;0.024006;0.000000;358;(84.689890, -0.003922, 58.010000);(0.000693, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000001, 0.000000);LeftFalse_RightFalse
7.289357;0.214437;0.020631;0.000000;361;(84.689890, -0.003922, 58.010000);(0.000695, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.339705;0.264785;0.018754;0.000000;364;(84.689890, -0.003922, 58.010000);(0.000696, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.389021;0.314101;0.017646;0.000000;367;(84.689890, -0.003922, 58.010000);(0.000697, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000001, 0.000000);LeftFalse_RightFalse
7.438006;0.363087;0.020391;0.000000;369;(84.689890, -0.003922, 58.010000);(0.000698, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000001, 0.000000);LeftFalse_RightFalse
7.489862;0.414942;0.018935;0.000000;372;(84.689890, -0.003922, 58.010000);(0.000698, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.539519;0.464600;0.017808;0.000000;375;(84.689880, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.589991;0.515071;0.017361;0.000000;378;(84.689900, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);1.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.640145;0.565226;0.017097;0.000000;381;(84.686940, -0.003925, 58.010000);(359.991400, 270.000400, 0.000001);1.000000;0.000000;(-0.143970, -0.000231, 0.000003);LeftFalse_RightFalse
7.689671;0.614751;0.016821;0.000000;384;(84.677800, -0.003940, 58.010000);(359.971800, 270.000100, 0.000000);1.000000;0.000000;(-0.240048, -0.000414, 0.000000);LeftFalse_RightFalse
7.739240;0.664320;0.016644;0.000000;387;(84.662960, -0.003964, 58.010000);(359.949400, 270.000100, -0.000001);1.000000;0.000000;(-0.336090, -0.000546, 0.000001);LeftFalse_RightFalse
7.789802;0.714882;0.016727;0.000000;390;(84.641530, -0.003995, 58.010000);(359.927200, 270.000100, -0.000001);1.000000;0.000000;(-0.480279, -0.000634, 0.000001);LeftFalse_RightFalse
7.839806;0.764886;0.016697;0.000000;393;(84.614530, -0.004027, 58.010000);(359.907500, 270.000100, 0.000000);1.000000;0.000000;(-0.576474, -0.000633, 0.000001);LeftFalse_RightFalse
7.886590;0.811670;0.018689;0.000000;395;(84.583630, -0.004055, 58.010000);(359.892100, 270.000100, 0.000000);1.000000;0.000000;(-0.720829, -0.000570, 0.000001);LeftFalse_RightFalse
7.939223;0.864303;0.017985;0.000000;398;(84.542790, -0.004083, 58.010000);(359.877800, 270.000100, 0.000000);1.000000;0.000000;(-0.817083, -0.000507, 0.000001);LeftFalse_RightFalse
7.990088;0.915168;0.017452;0.000000;401;(84.496830, -0.004105, 58.010000);(359.867100, 270.000100, 0.000000);1.000000;0.000000;(-0.961457, -0.000402, 0.000002);LeftFalse_RightFalse
8.039609;0.964689;0.016982;0.000000;404;(84.446300, -0.004123, 58.010000);(359.858900, 270.000100, 0.000000);1.000000;0.000000;(-1.057681, -0.000338, 0.000002);LeftFalse_RightFalse
8.090837;1.015918;0.020425;0.000000;406;(84.387630, -0.004138, 58.010000);(359.852400, 270.000100, 0.000000);1.000000;0.000000;(-1.201958, -0.000252, 0.000002);LeftFalse_RightFalse
8.140325;1.065405;0.018658;0.000000;409;(84.325190, -0.004149, 58.010000);(359.847500, 270.000100, 0.000000);1.000000;0.000000;(-1.346138, -0.000188, 0.000002);LeftFalse_RightFalse
8.190565;1.115645;0.017799;0.000000;412;(84.255550, -0.004158, 58.010000);(359.843800, 270.000100, 0.000000);1.000000;0.000000;(-1.442195, -0.000157, 0.000002);LeftFalse_RightFalse
8.236596;1.161676;0.019238;0.000000;414;(84.186600, -0.004164, 58.010000);(359.841000, 270.000100, 0.000000);1.000000;0.000000;(-1.538197, -0.000135, 0.000003);LeftFalse_RightFalse
8.290219;1.215300;0.022205;0.000000;416;(84.099750, -0.004171, 58.010000);(359.838400, 270.000100, 0.000000);1.000000;0.000000;(-1.682091, -0.000117, 0.000003);LeftFalse_RightFalse
8.340335;1.265415;0.019695;0.000000;419;(84.012520, -0.004176, 58.009990);(359.836400, 270.000100, -0.000001);1.000000;0.000000;(-1.825883, -0.000109, 0.000003);LeftFalse_RightFalse
8.389853;1.314934;0.018152;0.000000;422;(83.920200, -0.004182, 58.010000);(359.834700, 270.000100, 0.000000);1.000000;0.000000;(-1.921717, -0.000112, 0.000003);LeftFalse_RightFalse
8.440654;1.365734;0.017573;0.000000;425;(83.819590, -0.004187, 58.010000);(359.833000, 270.000100, 0.000000);1.000000;0.000000;(-2.065409, -0.000117, 0.000003);LeftFalse_RightFalse
8.506448;1.431528;0.020342;0.000000;428;(83.679890, -0.004195, 58.010000);(359.831100, 270.000100, 0.000000);1.000000;0.000000;(-2.209008, -0.000127, 0.000004);LeftFalse_RightFalse
8.556677;1.481757;0.018682;0.000000;431;(83.566380, -0.004202, 58.010000);(359.829700, 270.000100, 0.000000);1.000000;0.000000;(-2.304677, -0.000135, 0.000004);LeftFalse_RightFalse
8.607430;1.532510;0.017877;0.000000;434;(83.445470, -0.004209, 58.010000);(359.828300, 270.000100, 0.000000);1.000000;0.000000;(-2.448065, -0.000147, 0.000004);LeftFalse_RightFalse
8.656212;1.581292;0.017117;0.000000;437;(83.323530, -0.004217, 58.010000);(359.827100, 270.000100, 0.000001);1.000000;0.000000;(-2.543568, -0.000155, 0.000004);LeftFalse_RightFalse
8.723433;1.648514;0.020324;0.000000;440;(83.147550, -0.004226, 58.010000);(359.830000, 270.000100, 0.000000);0.000000;0.000000;(-2.625515, -0.000027, 0.000004);LeftFalse_RightFalse
8.773670;1.698750;0.018743;0.000000;443;(83.016300, -0.004222, 58.009990);(359.848600, 270.000100, 0.000000);0.000000;0.000000;(-2.603090, 0.000218, 0.000004);LeftFalse_RightFalse
8.823210;1.748290;0.017737;0.000000;446;(82.888260, -0.004204, 58.009990);(359.873200, 270.000100, 0.000000);0.000000;0.000000;(-2.569784, 0.000511, 0.000004);LeftFalse_RightFalse
8.872718;1.797798;0.017105;0.000000;449;(82.761690, -0.004177, 58.010000);(359.898500, 270.000100, 0.000000);0.000000;0.000000;(-2.547806, 0.000618, 0.000004);LeftFalse_RightFalse
8.939894;1.864974;0.020299;0.000000;452;(82.592030, -0.004133, 58.010000);(359.929100, 270.000100, 0.000000);0.000000;0.000000;(-2.515186, 0.000665, 0.000004);LeftFalse_RightFalse
8.990035;1.915115;0.021824;0.000000;454;(82.467000, -0.004101, 58.010000);(359.947700, 270.000100, 0.000000);0.000000;0.000000;(-2.482981, 0.000611, 0.000004);LeftFalse_RightFalse
9.039342;1.964422;0.019019;0.000000;457;(82.345280, -0.004073, 58.010000);(359.962500, 270.000100, 0.000000);0.000000;0.000000;(-2.461741, 0.000543, 0.000004);LeftFalse_RightFalse
9.090161;2.015242;0.017971;0.000000;460;(82.221210, -0.004049, 58.010000);(359.974200, 270.000100, 0.000000);0.000000;0.000000;(-2.430225, 0.000426, 0.000004);LeftFalse_RightFalse
9.157075;2.082155;0.020783;0.000000;463;(82.059820, -0.004025, 58.009990);(359.985300, 270.000100, 0.000000);0.000000;0.000000;(-2.399117, 0.000309, 0.000004);LeftFalse_RightFalse
9.207260;2.132340;0.019319;0.000000;466;(81.940290, -0.004012, 58.010000);(359.991000, 270.000100, 0.000000);1.000000;0.000000;(-2.368410, 0.000208, 0.000004);LeftFalse_RightFalse
9.264311;2.189391;0.019486;0.000000;469;(81.801960, -0.004007, 58.010000);(359.983500, 270.000100, 0.000000);1.000000;0.000000;(-2.504505, -0.000143, 0.000004);LeftFalse_RightFalse
9.306064;2.231144;0.017030;0.000000;472;(81.695760, -0.004018, 58.010000);(359.966400, 270.000100, 0.000001);1.000000;0.000000;(-2.600016, -0.000423, 0.000004);LeftFalse_RightFalse
9.356766;2.281846;0.020351;0.000000;474;(81.561230, -0.004045, 58.010000);(359.941000, 270.000100, 0.000000);1.000000;0.000000;(-2.695396, -0.000636, 0.000004);LeftFalse_RightFalse
9.406903;2.331984;0.018721;0.000000;477;(81.422070, -0.004082, 58.010000);(359.915700, 270.000100, 0.000001);1.000000;0.000000;(-2.838298, -0.000811, 0.000005);LeftFalse_RightFalse
