GameTime;ScenarioTime;FrameRate;FrameRate-XRDevice;Frame Number;A car Pos;A car Rot;A accel;A steering;A velocity;A indicators
80.361820;0.000000;0.027336;0.000000;4736;(84.689890, -0.003922, 58.010000);(0.000700, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
80.411770;0.049957;0.031860;0.000000;4737;(84.689890, -0.003922, 58.010000);(0.000700, 270.000200, 0.000001);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
80.458790;0.096970;0.028711;0.000000;4739;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
80.507930;0.146111;0.027538;0.000000;4741;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
80.558770;0.196953;0.019389;0.000000;4745;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
80.608260;0.246445;0.017985;0.000000;4748;(84.689890, -0.003922, 58.009990);(0.000699, 270.000200, 0.000002);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
80.658160;0.296349;0.020797;0.000000;4750;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000002);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
80.708980;0.347168;0.019010;0.000000;4753;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000002);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
80.759240;0.397423;0.017955;0.000000;4756;(84.689880, -0.003922, 58.010000);(0.000699, 270.000200, 0.000002);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
80.808140;0.446327;0.017115;0.000000;4759;(84.689880, -0.003922, 58.009990);(0.000699, 270.000200, 0.000002);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
80.859230;0.497414;0.017042;0.000000;4762;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
80.908000;0.546188;0.016649;0.000000;4765;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
80.959010;0.597198;0.016798;0.000000;4768;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.008260;0.646446;0.016616;0.000000;4771;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.059300;0.697479;0.016792;0.000000;4774;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.109080;0.747261;0.016705;0.000000;4777;(84.689880, -0.003922, 58.009990);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.159060;0.797241;0.016677;0.000000;4780;(84.689890, -0.003922, 58.010000);(0.000700, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.209230;0.847412;0.016713;0.000000;4783;(84.689880, -0.003922, 58.009990);(0.000700, 270.000200, 0.000000);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
81.259120;0.897308;0.016664;0.000000;4786;(84.689890, -0.003922, 58.010000);(0.000700, 270.000200, 0.000001);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
81.309040;0.947227;0.016643;0.000000;4789;(84.689900, -0.003922, 58.010000);(0.000700, 270.000200, 0.000001);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
81.359270;0.997452;0.016714;0.000000;4792;(84.689890, -0.003922, 58.010000);(0.000700, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.409050;1.047234;0.016684;0.000000;4795;(84.689900, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.459430;1.097618;0.016789;0.000000;4798;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.508140;1.146324;0.016516;0.000000;4801;(84.689890, -0.003922, 58.009990);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.559040;1.197227;0.016690;0.000000;4804;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.609260;1.247444;0.016721;0.000000;4807;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.658910;1.297089;0.016622;0.000000;4810;(84.689880, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.709760;1.347946;0.016785;0.000000;4813;(84.689880, -0.003922, 58.009990);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.759130;1.397316;0.016641;0.000000;4816;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.809390;1.447571;0.016726;0.000000;4819;(84.689880, -0.003922, 58.009990);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
81.859320;1.497505;0.016718;0.000000;4822;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
