GameTime;ScenarioTime;FrameRate;FrameRate-XRDevice;Frame Number;A car Pos;A car Rot;A accel;A steering;A velocity;A indicators
7.831601;0.000000;0.022390;0.000000;544;(84.689890, -0.003922, 58.009990);(0.000699, 270.000200, 0.000002);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.890598;0.058997;0.029712;0.000000;545;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000002);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.948682;0.117081;0.021375;0.000000;549;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000002);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
7.990103;0.158502;0.018185;0.000000;552;(84.689890, -0.003922, 58.010000);(0.000698, 270.000200, 0.000002);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
8.039268;0.207666;0.015005;0.000000;556;(84.689890, -0.003922, 58.010000);(0.000698, 270.000200, 0.000002);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
8.084764;0.253162;0.014995;0.000000;559;(84.689890, -0.003922, 58.010000);(0.000698, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
8.126234;0.294633;0.014474;0.000000;562;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
8.168370;0.336769;0.014353;0.000000;565;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
8.210147;0.378546;0.014252;0.000000;568;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
8.251718;0.420116;0.014141;0.000000;571;(84.689890, -0.003922, 58.010000);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
8.301518;0.469917;0.013255;0.000000;575;(84.689880, -0.003922, 58.009990);(0.000699, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
8.342682;0.511081;0.012943;0.000000;578;(84.689880, -0.003922, 58.010000);(0.000700, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
8.384967;0.553366;0.013011;0.000000;581;(84.689900, -0.003922, 58.010000);(0.000700, 270.000200, 0.000000);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
8.426880;0.595279;0.013013;0.000000;584;(84.689890, -0.003922, 58.009990);(0.000700, 270.000200, 0.000000);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
8.468451;0.636849;0.013004;0.000000;587;(84.689890, -0.003922, 58.010000);(0.000700, 270.000200, 0.000001);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
8.509965;0.678364;0.012930;0.000000;590;(84.689890, -0.003922, 58.010000);(0.000700, 270.000200, 0.000001);0.000000;0.000000;(0.000000, -0.000001, 0.000000);LeftFalse_RightFalse
8.551657;0.720056;0.013301;0.000000;593;(84.689890, -0.003922, 58.010000);(0.000700, 270.000200, 0.000001);0.000000;0.000000;(0.000000, 0.000000, 0.000000);LeftFalse_RightFalse
8.593283;0.761682;0.013080;0.000000;596;(84.689250, -0.003922, 58.010000);(-0.001580, 270.000000, 0.000001);1.000000;0.000000;(-0.046212, -0.000033, -0.000001);LeftFalse_RightFalse
8.640099;0.808497;0.014581;0.000000;599;(84.684060, -0.003930, 58.010000);(359.984400, 270.000000, 0.000000);1.000000;0.000000;(-0.191960, -0.000327, 0.000000);LeftFalse_RightFalse
8.690825;0.859224;0.013532;0.000000;603;(84.672200, -0.003950, 58.010000);(359.962400, 270.000000, 0.000000);1.000000;0.000000;(-0.288084, -0.000485, 0.000000);LeftFalse_RightFalse
8.740141;0.908540;0.014738;0.000000;606;(84.654950, -0.003977, 58.010000);(359.940000, 270.000000, 0.000000);1.000000;0.000000;(-0.432226, -0.000619, 0.000000);LeftFalse_RightFalse
8.781871;0.950270;0.014714;0.000000;609;(84.635660, -0.004003, 58.010000);(359.922100, 270.000000, 0.000000);1.000000;0.000000;(-0.528396, -0.000642, 0.000000);LeftFalse_RightFalse
8.823130;0.991529;0.014614;0.000000;612;(84.612500, -0.004029, 58.010000);(359.906300, 270.000000, 0.000000);1.000000;0.000000;(-0.624612, -0.000618, 0.000000);LeftFalse_RightFalse
8.865161;1.033560;0.014691;0.000000;615;(84.584700, -0.004054, 58.010000);(359.892500, 270.000000, 0.000000);1.000000;0.000000;(-0.720854, -0.000571, 0.000000);LeftFalse_RightFalse
8.906807;1.075206;0.014670;0.000000;618;(84.552990, -0.004077, 58.010000);(359.880900, 270.000000, 0.000000);1.000000;0.000000;(-0.817109, -0.000507, 0.000000);LeftFalse_RightFalse
8.952063;1.120461;0.014586;0.000000;621;(84.513820, -0.004098, 58.009990);(359.870500, 270.000000, 0.000000);1.000000;0.000000;(-0.913361, -0.000440, 0.000000);LeftFalse_RightFalse
8.993453;1.161852;0.014293;0.000000;624;(84.473720, -0.004115, 58.010000);(359.862900, 270.000000, 0.000000);1.000000;0.000000;(-1.009598, -0.000369, 0.000000);LeftFalse_RightFalse
9.035270;1.203669;0.014185;0.000000;627;(84.429030, -0.004128, 58.010000);(359.856700, 270.000000, 0.000000);1.000000;0.000000;(-1.105808, -0.000306, 0.000000);LeftFalse_RightFalse
9.076475;1.244874;0.014045;0.000000;630;(84.380890, -0.004139, 58.010000);(359.851700, 270.000000, 0.000000);1.000000;0.000000;(-1.201983, -0.000252, 0.000000);LeftFalse_RightFalse
9.126531;1.294930;0.015698;0.000000;633;(84.316860, -0.004150, 58.009990);(359.847000, 270.000000, 0.000000);1.000000;0.000000;(-1.346163, -0.000189, 0.000000);LeftFalse_RightFalse
9.181073;1.349472;0.014798;0.000000;637;(84.240370, -0.004159, 58.010000);(359.843000, 270.000000, 0.000000);1.000000;0.000000;(-1.490228, -0.000144, 0.000000);LeftFalse_RightFalse
